grid_id,n_landslides,total_area_m2,mean_compactness,density_km2,HLD_norm,MAG_norm,CHAN_norm,LS_LRSI,risk_class
10_7,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
10_8,8.0,17465.310396116554,0.5741783165383477,8.0,0.17021276595382528,0.8642896190426976,0.4286074922357107,43.011476713686406,Very High
10_9,6.0,10509.552753029478,0.5384412324123652,6.0,0.12765957446536896,0.8193503979629989,0.47463231256066907,40.45613691337179,High
10_10,13.0,19724.53246076373,0.5974532854339895,13.0,0.27659574467496606,0.875052501568781,0.3986322917488845,48.05400811578943,Very High
10_11,11.0,26979.5224966749,0.45789827650942416,11.0,0.23404255318650974,0.9027650191741394,0.5783613985937054,50.35230620642377,Very High
10_12,2.0,1552.2719962292222,0.8266088031176219,2.0,0.04255319148845632,0.6501723949020085,0.10350912247515132,23.703013870986098,Medium
10_13,14.0,12866.675553561374,0.7228587572321228,14.0,0.29787234041919425,0.8372536171989172,0.23712598958587816,44.7537453286448,Very High
10_14,9.0,9649.857173944447,0.659488963592898,9.0,0.19148936169805345,0.8118000049163873,0.3187382262192109,40.303232756778506,High
10_15,1.0,9037.98838619979,0.641599472591191,1.0,0.02127659574422816,0.8060045149402426,0.3417776159510637,32.07951755443996,Medium
10_16,2.0,11654.2989297102,0.3088857195365277,2.0,0.04255319148845632,0.8284977139361095,0.7702706247819125,42.388003488144356,High
10_17,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
11_0,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
11_1,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
11_2,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
11_3,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
11_4,3.0,3196.925396747352,0.7045982044365919,3.0,0.06382978723268448,0.7140682838753859,0.2606432597270557,29.826403072436918,Medium
11_5,4.0,6026.984806965716,0.5779453935343563,4.0,0.08510638297691264,0.7701576169446387,0.42375597605491744,35.83516717828314,High
11_6,2.0,2790.797619663113,0.5327508303738417,2.0,0.04255319148845632,0.7020510318545512,0.4819608268422638,32.82840706690463,High
11_7,9.0,16590.09020080865,0.5729854914193374,9.0,0.19148936169805345,0.8597409555675373,0.43014369931931085,43.96957073831501,Very High
11_8,7.0,32837.6746460376,0.4488222996265514,7.0,0.14893617020959712,0.9201508952065868,0.5900501027933855,46.85233742254517,Very High
11_9,2.0,7138.495667567246,0.5548173776619538,2.0,0.04255319148845632,0.7851312817953876,0.4535419197331313,34.75243642294708,High
11_10,5.0,5422.884796837431,0.6381015611331594,5.0,0.10638297872114079,0.7608139335350048,0.3462824811437857,35.069216564982895,High
11_11,10.0,22543.421025480682,0.5538971647833668,10.0,0.21276595744228158,0.8868713056202642,0.45472703691416305,46.33897777900526,Very High
11_12,2.0,2826.958515522615,0.687120109612952,2.0,0.04255319148845632,0.7031897337642874,0.28315282349126214,28.88640805717668,Medium
11_13,21.0,35878.295884992185,0.6597280723834719,21.0,0.44680851062879134,0.9279862382510434,0.31843028450002964,56.54861836897147,Very High
11_14,4.0,5579.622890831849,0.4599213195557745,4.0,0.08510638297691264,0.7633346015891119,0.5757559763832728,38.67047672418445,High
11_15,13.0,11967.73087761241,0.5945505281694544,13.0,0.27659574467496606,0.8308457086137109,0.4023706740152222,46.802571972464065,Very High
11_16,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
11_17,1.0,3808.8320826799213,0.5477954026350642,1.0,0.02127659574422816,0.7295598706646842,0.46258533071203556,32.20233252139265,High
12_0,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
12_1,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
12_2,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
12_3,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
12_4,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
12_5,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
12_6,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
12_7,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
12_8,1.0,672.8435449442105,0.6297558095439948,1.0,0.02127659574422816,0.5762796583625146,0.3570307480145226,25.4928344983773,Medium
12_9,3.0,4719.161872765931,0.7132452750602081,3.0,0.06382978723268448,0.7485177324093879,0.24950693225315845,30.637159978979028,Medium
12_10,10.0,25404.51232895032,0.6015011385988199,10.0,0.21276595744228158,0.8974429429885213,0.39341917156380235,45.42996959304577,Very High
12_11,12.0,46978.91031252298,0.45680245802221814,12.0,0.2553191489307379,0.9518372740286231,0.579772673470095,52.916529136797486,Very High
12_12,17.0,24060.315626779902,0.5567800918451707,17.0,0.3617021276518787,0.8926330209495928,0.45101419342749993,53.88438087963172,Very High
12_13,13.0,24932.40945254608,0.5943363602952959,13.0,0.27659574467496606,0.8957832497881384,0.4026464950053392,48.75621462749924,Very High
12_14,3.0,1716.100902148235,0.729141394829587,3.0,0.06382978723268448,0.6590447574958318,0.2290347512080977,27.54352711067113,Medium
